word,category
shitfest,compound
shitpost,compound
shitposted,compound
shitposter,compound
shitposters,compound
shitposting,compound
shitposts,compound
shitshow,compound
shitshows,compound
shortlisted,compound
shotgunner,derivation
shotgunners,derivation
shotted,derivation
shotting,derivation
shouldnt,respelling
shtick,slang
slog,slang
smdh,acronym
smh,acronym
smth,clipping
snoot,respelling
spergs,clipping
spinned,respelling
statted,derivation
stickied,derivation
succ,respelling
supps,clipping
swingy,derivation
synth,clipping
tankier,derivation
tbf,acronym
tbh,acronym
tho,clipping
theyd,respelling
theyll,respelling
theyre,respelling
theyve,respelling
tldw,acronym
tmw,clipping
transness,derivation
trappy,derivation
tropey,derivation
trynna,compound
tweet,slang
ultrawide,compound
uncharismatic,derivation
undercosted,derivation
underperforming,derivation
unkillable,derivation
untagged,derivation
untimed,derivation
vibing,derivation
vid,clipping
vids,clipping
weaponised,derivation
weeb,clipping
wouldnt,respelling
wth,acronym
xps,acronym
yas,respelling
yasss,respelling
yday,clipping
yknow,clipping
yolos,respelling
youtubers,derivation
yt,acronym
aaay,O
ab,K
abit,C
abt,K
abusable,D
accs,K
accts,K
acess,R
acker,D
adressed,R
adressing,R
afaic,A
afaik,A
affordability,D
afk,K
againts,R
agaisnt,R
aganist,R
agg,K
aggro,K
aggros,K
aginst,R
agressively,R
ahah,O
ahould,R
ai,A
aight,K
airhorns,C
airtime,C
aka,A
aknowledge,R
alg,K
alt,K
altho,R
altough,R
alts,K
analysing,R
analytics,D
anglosphere,D
antagonise,R
anthros,K
anticheat,C
antivaxxers,C
apologism,D
app,K
aproach,R
arround,R
arsed,D
artefacts,R
artifacting,D
artifical,R
artisanal,D
artstyle,C
asap,A
asin,C
aspirational,D
asshurt,C
asspull,C
aswell,C
atack,R
atk,K
atks,K
atleast,C
audiobook,C
auth,K
autist,S
autistic,S
autists,S
autoing,D
automod,C
autopay,C
autoplay,C
avalaible,R
avarage,R
avg,K
ay,O
ayee,O
ayeee,O
ayy,O
ayyy,O
ayyye,O
ayyyeee,O
babywearing,C
backend,C
backlight,C
backline,C
backlines,C
backpedals,C
backroom,C
backstories,C
backstory,C
bae,K
bandaid,C
bants,K
banwave,C
barebones,C
basebuilding,C
baybay,C
baybee,R
baybeee,R
bb,K
bbeg,A
bbegs,A
bc,K
bcos,R
bcoz,R
bcz,K
beacuse,R
beatmaps,C
beatstick,C
becasue,R
becauae,R
becsuse,R
beeing,R
beggining,R
beginn,R
behaviour,R
belive,R
bellends,C
benzo,K
benzos,K
bestie,K
bevause,R
bhop,K
bhopping,K
biblethump,C
bikepacking,C
bingeing,R
binning,D
blindsided,C
blindy,D
blobbing,D
bloops,S
bm,A
bms,A
boardstate,C
bodyblock,C
bodyblocking,C
bodyshot,C
bodyshots,C
boiii,R
boiz,R
bonnies,S
bootcamps,C
bootloops,C
borefest,C
borked,D
bots,K
botted,D
bougie,S
bouta,K
boyyy,R
boyz,R
brahs,S
braindead,C
breh,S
broman,C
brooo,R
brrrt,O
bruh,S
bruhh,S
bruhhh,S
btag,C
bullshits,D
bumrush,C
bunnyhop,C
buuut,R
buyable,D
byeee,R
callout,C
callouts,C
cameo,K
cameos,K
camgirl,C
camgirls,C
cancellable,D
capitalise,R
cartoonishly,D
cashback,C
cashgrab,C
cashout,C
catastrophizing,D
catched,R
catfishing,C
catgirl,C
catgirls,C
cced,D
ccing,D
centralisation,R
challange,R
challanges,R
challonge,R
characterisation,R
chatbot,C
cheaping,D
cheeky,S
cheesed,D
cherrypick,C
cherrypicked,C
cherrypicking,C
childcare,C
chill,S
chokepoint,C
chokepoints,C
choosed,R
chosing,R
chuckin,R
chucklefucks,C
chummer,D
cig,K
clickbait,C
clueless,C
clunkier,D
clunky,S
clunkyness,D
cmon,K
codenames,C
codependent,D
cohost,D
collabed,D
colonisation,R
colonised,R
colonisers,R
colonising,R
colourless,R
combo,K
comboed,D
comboes,K
comboing,D
combos,K
comms,K
comp,K
competive,R
completable,D
completionism,D
completionist,D
completionists,D
completly,R
comps,K
coms,K
conpletely,R
consistenly,R
consultancy,D
consumables,D
contactless,D
continous,R
continously,R
controlly,D
convos,K
cooldown,C
cooldowns,C
coop,K
coz,K
cozying,D
crapshoot,C
criticals,D
criticise,R
criticised,R
criticises,R
criticising,R
criting,D
crits,K
critting,D
crowdfund,C
crowdfunded,C
crowdfunding,C
crybabies,C
crybaby,C
cuckolded,D
cuckolding,D
culty,D
curbstomped,C
cus,K
customisation,R
cutted,R
cuz,K
damge,K
damit,R
damm,R
dang,S
dank,S
danker,D
dankest,D
danks,D
daps,S
darkweb,C
dashcam,C
datamine,C
datamined,C
dataset,C
datasets,C
dbs,A
deadset,C
deadzone,C
deadzones,C
debloated,D
debuff,D
decarbing,D
decentish,D
declutter,D
decluttering,D
decos,K
ded,R
defenitely,R
deffo,K
definetely,R
definetly,R
definitelly,R
definitly,R
defintely,R
defs,K
defusal,D
defuser,D
delisted,D
demotivated,D
densification,D
deployable,D
deployables,D
depotted,D
derank,D
deranked,D
desing,D
desolder,D
desoldered,D
desoldering,D
despawn,D
despawning,D
destabilising,D
destabilized,D
detransition,D
dev,K
devops,K
devs,K
diference,R
diferent,R
differents,R
dinked,D
dissapointing,
dissappear,R
diy,A
diying,D
dm,A
dmed,D
doesnt,R
doof,S
doofus,S
doomsayer,C
doomsayers,C
dooope,R
doot,O
dope,S
dopeee,R
doubleshot,C
downpayment,C
downplaying,C
downscale,C
doxed,S
doxing,S
dpsing,D
dropdown,C
droping,R
duders,D
dummy,S
dumpstering,D
dupe,K
duper,D
dupes,K
dweeb,S
dweebs,S
dysmorphia,S
dysphoria,S
dysphoric,S
earther,D
earthers,D
easly,R
echochamber,C
edgiest,D
ehhh,O
emoji,S
endgame,C
equipable,D
equiped,D
equiping,D
equippable,D
esp,K
esque,D
evented,D
eventer,D
eventers,D
exacly,R
exp,K
eyy,O
eyyy,O
ez,K
ezpz,K
facepulls,C
facetiming,C
faff,S
fairplay,C
fanart,C
fanbase,C
fanbases,C
fanboying,C
fancams,C
fand,S
fanfiction,C
fangame,C
fangames,C
fanless,D
fanmade,C
fanservice,C
fanservicey,D
fav,K
fave,K
favourably,R
favourites,R
favouritism,R
fcing,D
fck,R
fcked,R
fckin,R
fcking,R
fearmongering,C
feat,K
feats,K
feefees,K
femdom,C
fic,K
fics,K
finalised,R
financials,D
fireee,R
firmware,C
firmwares,C
fk,R
fkd,R
fked,R
fkin,R
fking,R
fkn,R
flaired,D
flairing,D
flippy,D
flub,S
flubbed,D
foh,A
followups,C
foreal,C
forreal,C
forsure,C
fragged,D
fragger,D
fragging,D
fragmovie,C
fragranced,D
frags,K
framedrops,C
framerates,C
freelancers,C
frick,S
fridged,D
frontend,C
frustated,R
frustating,R
ftm,A
fuccboi,C
fucj,R
fuckboi,C
fuckboy,C
fucked,S
fuckkk,R
fuckup,C
fuckups,C
fued,R
fueds,R
fulfilment,R
fullscreen,C
funsies,D
futureproof,C
futureproofing,C
fuuuck,R
fuxk,R
fwiw,A
gaffes,S
gamechanger,C
gamemode,C
gamemodes,C
gameover,C
gamified,D
gamify,D
gangbanged,C
gappy,D
garanteed,R
garunteed,R
gaslighting,C
genderbent,C
genderfluid,C
generalist,D
gentrified,D
gentrify,D
gentrifying,D
glitched,D
glowy,D
glute,K
glutes,K
gming,D
godtier,C
gon,K
gonna,C
goobers,S
gotch,K
gotcha,C
gotta,C
gottem,C
grenaded,D
griding,D
grind,S
grindable,D
grindfest,C
grindier,D
grindy,D
guarenteed,R
gud,R
gungho,S
gurantee,R
guranteed,R
gymming,D
gynocentric,C
hackusations,C
hairloss,C
hamfisted,C
handwave,C
handwaved,D
hangry,C
har,O
hardcoded,C
hardcoding,C
hardpoints,C
hardwire,C
hasnt,R
hateboner,C
hax,R
hbd,A
headcanons,C
headshots,C
headshotted,D
headshotting,D
headspace,C
headsup,C
heelish,D
highground,C
highish,D
hitbox,C
hitboxes,C
hitreg,C
hitscan,C
honeslty,R
honourable,R
hoomans,R
hoooly,R
hotfix,C
hotfixes,C
houserules,C
hr,A
hrs,A
huh,O
humblebrag,C
humblebragging,C
hurtbox,C
hype,S
hyped,D
hypes,S
hyping,D
iam,C
iconic,D
idc,A
ideea,R
idek,A
idfk,A
idgaf,A
idk,A
iirc,A
ijs,A
ikr,A
ima,C
imigration,R
immersive,D
imo,A
impactful,D
imposible,R
inarguably,D
incentivise,R
incentivised,R
incentivize,D
incentivized,D
incentivizes,D
incl,K
inclusionary,D
incosistent,R
infantilization,D
infantilize,D
infantilizing,D
info,K
informations,D
infos,K
ingame,C
inmediately,R
inspo,K
instakill,C
instakilling,D
instakills,D
instalation,R
interactable,D
intergender,D
irl,A
ish,S
isnt,R
jabroni,S
jabronies,S
jackshit,C
jank,S
janky,D
jk,A
jks,A
joak,R
jobber,D
jobbers,D
jobbing,D
journaling,D
judgy,D
jumpscare,C
jumpscares,C
kek,O
kext,C
kexts,C
keycaps,C
killable,D
killcount,C
kinda,C
labbing,D
labtech,C
lagfest,C
lagger,D
laggers,D
laggier,D
laggiest,D
lagging,D
laggy,D
lagless,D
lastest,D
leaderboard,C
leaderboards,C
lenght,R
licenced,R
lifer,D
lipo,K
lipos,K
lipsync,C
literaly,R
litt,R
litterly,R
lmk,A
loadout,C
loadouts,C
localisation,R
lolk,A
loll,R
lolll,R
longform,C
longsleeve,C
longterm,C
lookahead,C
looot,R
loot,R
lootz,R
lov,R
lvg,K
lvled,D
lvls,R
maaaybe,R
mained,D
maining,D
maintenence,R
mainz,R
manbaby,C
manchild,C
manchildren,C
manoeuvrability,R
mantain,R
matchfixing,C
matchmade,C
matchmake,C
matchups,S
maxed,D
maximise,R
maximising,R
maxing,D
mayyybe,R
mcm,A
meaningfull,R
meatshield,C
meatshields,C
meeps,D
megathread,C
megathreads,C
meleed,D
melees,S
mentionned,R
mentorship,D
merc,K
merch,K
mercs,K
mfers,K
microaggression,C
microaggressions,C
microagressions,C
micromanaged,C
micromanaging,C
midseason,D
midsize,D
midtier,D
mightve,R
miniboss,C
minigame,C
minimise,R
minimising,R
minmax,C
minmaxed,D
minmaxing,D
mins,K
misgendered,D
misremember,D
misremembered,D
misremembering,D
missable,D
missplay,D
missus,R
misterious,R
mmh,O
modder,D
modders,D
modding,D
modernisation,R
modlist,C
modmail,C
modmic,C
modteam,C
moisturisers,R
moly,O
monetisation,R
mong,K
monologuing,D
mook,S
mookie,D
mozzy,K
mtfs,A
muh,O
multiattack,C
multiclass,C
multiclassed,C
multiclassing,C
multirole,C
murk,K
musst,R
mutiple,R
mysoginistic,R
nae,S
nah,S
nano,K
nanos,K
narative,R
narc,K
narcs,K
narratively,D
nbd,A
neato,S
neckbeardy,D
neets,S
neonazi,C
nerf,S
nerfed,S
nerfing,S
neurotypical,C
newish,D
niceguy,C
nimbyism,D
nobodies,D
noisey,R
nolife,C
noot,O
normalised,R
normie,K
normies,K
nowdays,R
npc,A
nuffin,K
obv,K
obvi,K
obvs,K
officialy,R
offlaner,C
offlaners,C
offs,K
offscreen,C
offseason,C
og,A
ogs,A
okayish,D
onboarding,D
oneshotted,C
oneshotting,C
oof,O
ooof,O
ootb,A
oponent,R
oponents,R
oportunity,R
opress,R
opressive,R
optimised,R
optimising,R
optimizer,D
optimizers,D
org,K
orgs,K
outdamage,C
outdamaged,C
outdamages,C
outskill,C
outskilled,C
overarching,C
overbuff,C
overbuffed,C
overcomplicate,C
overexaggerating,C
overfitting,C
overhype,C
overhyping,C
overkilling,C
overnights,C
overrall,R
overrepresented,C
oversaturated,C
overthink,C
overthinking,C
overthinks,C
overthought,C
paintjobs,C
pally,D
param,K
params,K
pathed,D
pathing,D
pawg,S
paygrade,C
payscale,C
paystubs,C
paywalled,D
paywalls,C
payware,C
pct,K
peaced,D
peacing,D
peaky,D
peasy,S
peeps,K
peoole,R
perfomance,R
perk,S
perked,D
perks,S
perm,K
photogrammetry,D
pickrate,C
piggybacking,C
pilled,D
pinging,D
placings,D
plattform,R
platz,K
playerbase,C
playerbases,C
playlist,C
playmaker,C
playmaking,C
playstyle,C
playstyles,C
playthrough,C
playthroughs,C
pleb,K
pmed,D
podcast,C
podcaster,C
podcasters,C
podcasting,C
podcasts,C
polarising,R
poophole,C
pops,S
posable,D
positionally,D
positivity,D
powercreep,C
powerfull,R
powerlifting,C
powerplant,C
powerup,C
powerups,C
ppl,K
ppls,K
prebuild,D
prebuilt,D
prebuilts,D
preety,R
prefab,D
prefabs,D
prefire,D
prefiring,D
premade,D
prep,K
prepatch,D
prepped,K
prepping,K
preps,K
pretax,D
prev,K
preworkout,D
prioritise,R
prioritised,R
prioritising,R
prizepools,C
pro,K
proactively,D
prob,K
probabaly,R
probleem,R
probs,K
proc,K
procced,D
proccing,D
proccs,K
procing,D
procs,K
progressivism,D
promo,K
propably,R
protag,C
protags,C
publically,R
pugging,D
pushdowns,C
pvm,A
pvming,D
pvp,A
pvper,D
quad,K
quadcopters,C
quads,K
qual,K
quant,K
quiting,R
ragdolling,D
raidable,D
raidboss,C
realises,R
rebalance,D
rebalanced,D
rebalances,D
rebalancing,D
rebook,D
rebooting,D
reboots,D
rebrand,D
rebuy,D
rebuying,D
recalibrate,D
recalibrated,D
recalibration,D
reco,K
recode,D
recognising,R
recommand,D
recordkeeping,C
recruitable,D
recs,K
redose,D
redosed,D
redosing,D
redownloaded,D
reflavor,D
reg,K
rehaul,D
rehome,D
rehoming,D
reimagine,D
reimagined,D
reimagining,D
rekt,S
relatability,D
relisten,D
relistened,D
relistening,D
remaster,D
remasters,D
replug,D
replugging,D
repurpose,D
repurposed,D
req,K
reqs,K
reseting,R
reshoots,D
reskin,D
reskinned,D
reskins,D
respekt,R
resurge,D
retcon,K
retconned,D
retconning,D
retweet,D
retweeting,D
reup,K
reuploading,D
reuploads,D
rewatchable,D
rewatched,D
rewatches,D
rewatching,D
rez,K
ridicilous,R
rippy,D
rly,K
roadmap,C
roadmaps,C
rofl,A
roided,D
roleplay,C
roleplayer,D
romhacks,C
rood,R
rootable,D
runtime,C
runtimes,C
rushdown,C
saltier,D
saltiest,D
saltiness,D
salty,D
sandboxed,D
sapiosexual,C
scalling,R
sceptical,R
schtick,S
scoped,D
scorelines,C
screee,O
screenshot,C
screenshotted,C
screenshotting,C
scripter,D
scripters,D
scrollwheel,C
scrubby,D
scrublord,C
scummed,D
scummy,D
selectable,D
sended,D
sensitives,D
serialised,R
shadowbanned,C
shady,D
shapeshift,C
shapeshifting,C
sharding,D
shilly,D
shipping,D
shippy,D
shite,R
shitey,R
shitfests,C
shitlist,C
shitstain,C
shitstains,C
shitstomp,C
shitstomped,C
shittalk,C
shittalking,C
shitted,D
shitter,D
shitters,D
shittest,D
shittier,D
shitting,D
shoehorning,D
shortlist,C
shotgunning,D
shoting,D
shouldve,R
shoutout,C
shoutouts,C
sightline,C
sightlines,C
simming,K
simp,K
simps,K
sitewide,C
situationally,D
sjw,A
sjws,A
skillers,D
skillfull,R
skillset,C
skillsets,C
skillups,C
skincare,C
skippable,D
slayed,S
sliiightly,R
slogging,D
slogs,D
slowmo,K
smackdown,C
smalling,D
smfh,A
smurfing,D
smut,S
snapchats,D
snappy,D
snark,S
snax,R
snoozefest,C
soloable,D
someome,R
someshit,C
somethibg,R
sorcs,K
soundstage,C
sourcing,D
spacebars,C
spam,S
spaming,D
spammed,D
spamming,D
spams,S
spawns,S
spec,K
speccy,D
speedrun,C
sperg,K
sperging,D
spiking,S
spitballing,C
splunk,O
spoilery,D
spookiness,D
sportsball,C
squishies,D
stabilisation,R
stabilised,R
stackable,D
stakeholders,C
standalones,D
standart,C
standarts,C
stans,C
startup,C
startups,C
statline,C
statlines,C
statwise,D
steamroll,C
steamrolled,D
steamrolling,D
steamrolls,C
stemlord,C
stemlords,C
sth,K
sticked,D
stims,K
stinkies,D
storymode,C
storywise,D
strat,K
strategical,D
strats,K
strawmanning,D
streamer,D
streamers,D
strengh,R
strenght,R
strenghts,R
strengt,R
strugle,R
stucked,D
stuttery,D
sub,K
subbing,D
submod,K
suboptimal,D
suboptimally,D
subpar,D
succes,R
succesfully,R
supercut,C
superfan,C
superfans,C
superheavy,C
superintelligence,C
superweapon,C
superweapons,C
suplex,S
suplexed,S
suplexes,S
suplexing,S
supp,K
sups,K
suss,K
suuuper,R
swappable,D
sweetspot,C
sympathiser,R
sympathisers,R
synergise,R
synergises,R
synergize,D
synergizes,D
synergizing,D
synthpop,C
synths,K
takeaway,C
tanked,D
tankiest,D
tapings,D
targetable,D
tdee,R
teamate,R
teamates,R
teambuilding,C
teamed,D
teaming,D
teamkill,C
teamplay,C
tech,K
teched,D
teching,D
temp,K
temping,D
tfw,A
thabks,R
thematics,D
theorically,R
theorised,R
therfore,R
thibk,R
thirding,D
thiught,R
thoigh,R
thooo,R
throughly,R
throwables,D
thst,R
thx,K
timeframe,C
timeframes,C
timeline,C
timelines,C
timeskip,C
timespan,C
timestamp,C
timestamps,C
timezone,C
tix,K
tolly,D
toons,K
toptier,C
townhall,C
tracksuit,C
trainwreck,C
tranq,K
trans,K
transgender,C
transgenderism,D
transgenders,D
transness,D
transracial,D
traumatised,R
treshold,R
trialing,D
tributed,D
tributing,D
trippier,D
tru,R
trueee,R
truu,R
truuu,R
truuue,R
tryhard,C
tryhards,C
tryna,C
tweeted,D
tweeting,D
tweets,D
twerps,S
tyty,A
ubering,D
ultra,S
unactivated,D
unban,D
unbanned,D
unbans,D
unboosted,D
unboxings,D
uncapped,D
uncapping,D
uncharacteristically,D
uncolonized,D
underated,R
underdosed,C
underleveled,C
underperform,C
underperformance,C
underperformed,C
underperforms,C
undodgeable,D
unequip,D
unequipping,D
unevolved,D
unfavourable,D
unfollow,D
unfollowed,D
unfollowing,D
unfun,D
uninstalled,D
uninstaller,D
uninstalling,D
uninteractive,D
uninvite,D
unironic,D
unironically,D
unleveled,D
unmemorable,D
unmodded,D
unnerfed,D
unpunishable,D
unranked,D
unreleased,D
unreliability,D
unsurprising,D
unsurprisingly,D
unsynced,D
untracked,D
untradable,D
untradeable,D
unwinnable,D
upcharge,D
upfront,C
uptick,C
urs,R
urself,R
usecase,C
usefull,R
utilising,R
vape,K
vaping,D
veeery,R
vibe,K
vibey,D
viewerbase,C
viewership,C
vip,A
vips,A
visualisation,R
visualiser,R
vloggers,C
waaagh,O
waifu,S
waifus,S
waitlist,C
wallhack,C
wallhacking,C
wallhacks,C
walljump,C
wanna,C
wayyy,R
weaboo,S
weaboos,S
weakpoint,C
weakpoints,C
weakspot,C
weap,K
webinar,C
webinars,C
weeabo,S
weeaboo,S
weeaboos,S
welp,S
werent,R
werk,R
wew,S
whaled,D
wheelhouse,C
whitewashed,C
whitewashing,C
whove,R
winrate,C
winrates,C
winstreak,C
wonky,D
woobie,S
woolie,R
wooorst,R
workaround,C
workarounds,C
workflow,C
workflows,C
worksheet,C
worldbuild,C
worldbuilding,C
woth,R
wothout,R
wouldve,R
writeup,C
wubba,S
xan,K
xdd,S
xdddd,S
xp,A
yaaas,S
yall,S
yalls,S
yass,S
yeah,S
yee,S
yeh,S
yikes,S
yoloing,D
youd,R
youll,R
youre,R
youtuber,D
zippy,D
zoodles,C
zowie,S
zzz,O
